iter	MAE
1515	0.5040397803
1516	0.5038944085
1517	0.5037863331
1518	0.5036709393
1519	0.5035832437
1520	0.5034636486
1521	0.503357544
1522	0.5032439066
1523	0.5031634726
1524	0.5030273636
1525	0.5029355518
1526	0.5028226715
1527	0.5027486799
1528	0.5026282208
1529	0.5025292107
1530	0.5024298559
1531	0.5023641557
1532	0.5022885705
1533	0.5022341681
1534	0.5021744978
1535	0.502098619
1536	0.5020381762
1537	0.5018978165
1538	0.5017995416
1539	0.5016667
1540	0.5015414882
1541	0.5014318908
1542	0.5013529167
1543	0.5012800454
1544	0.5012214166
1545	0.5011099801
1546	0.5010749461
1547	0.5009805063
1548	0.5009211626
1549	0.5008638179
1550	0.5007530761
1551	0.5006931535
1552	0.5006318927
1553	0.5005574629
1554	0.5004454492
1555	0.5003418373
1556	0.5002226861
1557	0.5000902801
1558	0.4999962473
1559	0.4999467136
1560	0.4998955532
1561	0.4997645608
1562	0.4996548695
1563	0.4995822261
1564	0.4994029992
1565	0.4992932366
1566	0.4991655063
1567	0.4991138864
1568	0.4990015024
1569	0.4989260675
1570	0.4988377207
1571	0.4986803924
1572	0.4985754821
1573	0.4984178799
1574	0.4982797321
1575	0.4981551334
1576	0.4979526795
1577	0.4977961605
1578	0.4977138818
1579	0.4976443897
1580	0.4975350393
1581	0.4973435873
1582	0.4972865021
1583	0.4972024081
1584	0.4971152285
1585	0.4969565223
1586	0.4968973327
1587	0.4968038541
1588	0.4966908275
1589	0.4965742148
1590	0.496476531
1591	0.4963330236
1592	0.4962345198
1593	0.4961153919
1594	0.495998716
1595	0.4959186849
1596	0.4958436798
1597	0.4957311349
1598	0.4956137189
1599	0.4955013138
1600	0.4954390591
1601	0.4952957189
1602	0.4951386136
1603	0.4950069585
1604	0.49489025
1605	0.4947929137
1606	0.4947298659
1607	0.4946385074
1608	0.4945404264
1609	0.4944735304
1610	0.4943641401
1611	0.4943032803
1612	0.4942213643
1613	0.4941558654
1614	0.4940507968
1615	0.4940023208
1616	0.4938869193
1617	0.4938203319
1618	0.4937573575
1619	0.4935970581
1620	0.4935108951
1621	0.4933722415
1622	0.4932596577
1623	0.4931858052
1624	0.4930971405
1625	0.4930196345
1626	0.4929809448
1627	0.4929013419
1628	0.4928485628
1629	0.4926854494
1630	0.4925624446
1631	0.4924515508
1632	0.4923463936
1633	0.4922483448
1634	0.4920781149
1635	0.4919616411
1636	0.4918605299
1637	0.4917286619
1638	0.4916140822
1639	0.4915107696
1640	0.4914342728
1641	0.4913563612
1642	0.4912140937
1643	0.4911079203
1644	0.4910214063
1645	0.490928412
1646	0.4908451574
1647	0.4906807062
1648	0.4905648287
1649	0.4904105634
1650	0.4903083513
1651	0.4902266546
1652	0.490124853
1653	0.4900117866
1654	0.4899454029
1655	0.4898280619
1656	0.489756365
1657	0.4896821849
1658	0.4896181121
1659	0.4895671889
1660	0.4894864983
1661	0.4893830236
1662	0.4892651234
1663	0.489119275
1664	0.4890177573
1665	0.4889074514
1666	0.488833588
1667	0.4887781431
1668	0.4886347138
1669	0.4885907807
1670	0.4884623225
1671	0.4883751776
1672	0.4882979778
1673	0.4881192536
1674	0.4880027101
1675	0.4879168113
1676	0.4878417599
1677	0.4877061501
1678	0.487627357
1679	0.4875301031
1680	0.4874066655
1681	0.4873103371
1682	0.4872539794
1683	0.4871407968
1684	0.4870374936
1685	0.4869678699
1686	0.4869120708
1687	0.4867897963
1688	0.4867111942
1689	0.4865729967
1690	0.4864386196
1691	0.4863723306
1692	0.4862508616
1693	0.4860941289
1694	0.486045228
1695	0.4859552828
1696	0.4858060001
1697	0.4857421693
1698	0.4856608906
1699	0.4855301641
1700	0.4854964976
1701	0.4853839282
1702	0.4852728274
1703	0.4851746193
1704	0.4850613807
1705	0.4849761108
1706	0.4848969393
1707	0.4848287632
1708	0.484749537
1709	0.4846997356
1710	0.48460119
1711	0.484470031
1712	0.4843800048
1713	0.4843070267
1714	0.4842460237
1715	0.4841798381
1716	0.4840762546
1717	0.4839669394
1718	0.4838706029
1719	0.4837986026
1720	0.4837216403
1721	0.4835961952
1722	0.4834842962
1723	0.4833839733
1724	0.4832978919
1725	0.4831857419
1726	0.4830638483
1727	0.4829589402
1728	0.482820725
1729	0.482740973
1730	0.4826592736
1731	0.4825905388
1732	0.4824568274
1733	0.4823669388
1734	0.4822947552
1735	0.4821873999
1736	0.4820425319
1737	0.4819713991
1738	0.4818632065
1739	0.4817781877
1740	0.4816971812
1741	0.4816110599
1742	0.4815461822
1743	0.48141234
1744	0.4812340802
1745	0.4811438532
1746	0.4810648149
1747	0.4810059638
1748	0.4808665903
1749	0.4807657104
1750	0.4806627256
1751	0.4805069982
1752	0.4804385412
1753	0.4803292505
1754	0.4802646663
1755	0.4802189946
1756	0.48012095
1757	0.4799852565
1758	0.4799267169
1759	0.4798635797
1760	0.479745286
1761	0.4796759384
1762	0.4795629002
1763	0.4795075862
1764	0.4794385754
1765	0.4793488823
1766	0.4792335794
1767	0.479117001
1768	0.4790264617
1769	0.4789132948
1770	0.4788050748
1771	0.4786321964
1772	0.4785349082
1773	0.478405844
1774	0.4782664189
1775	0.4781160881
1776	0.477959268
1777	0.4778465749
1778	0.477710878
1779	0.477617872
1780	0.4775212913
1781	0.4773870298
1782	0.4773274415
1783	0.4772235024
1784	0.4771059794
1785	0.4770070168
1786	0.4768762469
1787	0.4767119978
1788	0.4765600135
1789	0.4764712918
1790	0.4763973619
1791	0.4762539184
1792	0.4761917179
1793	0.4761037434
1794	0.4760323555
1795	0.4759150017
1796	0.47588197
1797	0.4757503093
1798	0.4756310379
1799	0.4754659733
1800	0.4753939201
1801	0.4752984021
1802	0.4752382816
1803	0.4750985215
1804	0.4749748824
1805	0.4748384805
1806	0.4747656441
1807	0.4746584253
1808	0.474579255
1809	0.4744807505
1810	0.4744100922
1811	0.4743428456
1812	0.4742023397
1813	0.474087487
1814	0.4739965622
1815	0.4738838272
1816	0.473770506
1817	0.4737176167
1818	0.4736261248
1819	0.4735196378
1820	0.4734155361
1821	0.4733493931
1822	0.4732949318
1823	0.4731923939
1824	0.4730690693
1825	0.4729696943
1826	0.4728196193
1827	0.4726831823
1828	0.4726086654
1829	0.4725256913
1830	0.4724635998
1831	0.4723938055
1832	0.4723487262
1833	0.4722746575
1834	0.4721472683
1835	0.4720959923
1836	0.4720074719
1837	0.4719253869
1838	0.4718503408
1839	0.471789458
1840	0.4717329873
1841	0.471704247
1842	0.4715586571
1843	0.4714895172
1844	0.4714016878
1845	0.4713474366
1846	0.4712678494
1847	0.4711151512
1848	0.4710318639
1849	0.4709085306
1850	0.4708187995
1851	0.470753313
1852	0.4707059913
1853	0.4706383572
1854	0.4705525175
1855	0.4704843447
1856	0.4703836419
1857	0.4703294506
1858	0.4702564649
1859	0.4701669578
1860	0.4701273726
1861	0.4700566008
1862	0.46996891
1863	0.4698193017
1864	0.4697317648
1865	0.4696690141
1866	0.4695691586
1867	0.4694830698
1868	0.4693985488
1869	0.4693405569
1870	0.4692298355
1871	0.4691513076
1872	0.4690784552
1873	0.4689690754
1874	0.4688318686
1875	0.4687986529
1876	0.4686661395
1877	0.4686104387
1878	0.468518204
1879	0.4684539573
1880	0.468388198
1881	0.4683183076
1882	0.4682143111
1883	0.4681520204
1884	0.4680789387
1885	0.4680204545
1886	0.4679528482
1887	0.4678678396
1888	0.4678124157
1889	0.4677247863
1890	0.4676599201
1891	0.4675934808
1892	0.4675346879
1893	0.4674700764
1894	0.4674365319
1895	0.4673041121
1896	0.4672535794
1897	0.4671843456
1898	0.4671124834
1899	0.4670470264
1900	0.4669601432
1901	0.466864092
1902	0.4667570236
1903	0.4666610197
1904	0.4665793829
1905	0.466500453
1906	0.4664067381
1907	0.4663545025
1908	0.4662376448
1909	0.4661231173
1910	0.4660271175
1911	0.4659248362
1912	0.4658774484
1913	0.4657933294
1914	0.4657318104
1915	0.4656487248
1916	0.4655581204
1917	0.4654247258
1918	0.4653645983
1919	0.4653113433
1920	0.465272797
1921	0.4652254635
1922	0.4651546043
1923	0.4650564448
1924	0.4649505062
1925	0.4648701907
1926	0.4647540478
1927	0.4646753574
1928	0.4646227376
1929	0.464572097
1930	0.4645143862
1931	0.4644135371
1932	0.4643608183
1933	0.464279885
1934	0.4642063152
1935	0.4641089347
1936	0.4640413245
1937	0.4639293398
1938	0.4638094694
1939	0.4637327576
1940	0.4636655338
1941	0.4635755636
1942	0.4635127071
1943	0.4634193851
1944	0.4633783015
1945	0.4632913367
1946	0.4632233467
1947	0.4631614741
1948	0.4631051895
1949	0.4630240845
1950	0.462922004
1951	0.4628870045
1952	0.4627958958
1953	0.4627447892
1954	0.4626782632
1955	0.4626094484
1956	0.4625232887
1957	0.4624197661
1958	0.462340338
1959	0.4622213361
1960	0.4621174636
1961	0.4620300278
1962	0.4619618295
1963	0.4618800145
1964	0.4617557367
1965	0.4616903351
1966	0.4616017046
1967	0.461475696
1968	0.4613630084
1969	0.4612716071
1970	0.46113099
1971	0.4610128998
1972	0.4609342125
1973	0.4608644662
1974	0.4607794499
1975	0.4607169543
1976	0.4606461015
1977	0.4605506485
1978	0.4604594685
1979	0.4603882802
1980	0.4603025282
1981	0.4602030947
1982	0.4600744181
1983	0.4599491701
1984	0.4598956532
1985	0.4598203647
1986	0.4597715055
1987	0.4597010374
1988	0.4596613707
1989	0.4596051397
1990	0.4595604317
1991	0.4594413911
1992	0.4593214878
1993	0.4592707567
1994	0.4592113852
1995	0.4591016143
1996	0.4590155219
1997	0.4589093482
1998	0.4588070942
1999	0.4587310676
