iter	MAE
300	0.7596065436
301	0.7592478305
302	0.7587640118
303	0.7584103811
304	0.7580105141
305	0.7576357559
306	0.7572748879
307	0.7568702935
308	0.7564200563
309	0.7560333388
310	0.7555985332
311	0.7551931432
312	0.7548926447
313	0.7542844992
314	0.7538942528
315	0.7534512154
316	0.7532241977
317	0.7527498118
318	0.752422998
319	0.7521888138
320	0.7518219437
321	0.7514344143
322	0.7511203753
323	0.7507284286
324	0.7503932596
325	0.7499466216
326	0.7497090797
327	0.749308178
328	0.749057356
329	0.7487833076
330	0.7484208955
331	0.7481184941
332	0.7475333196
333	0.7472036254
334	0.7467967288
335	0.7462978963
336	0.7460354993
337	0.7455070833
338	0.745117842
339	0.7447306968
340	0.7443003363
341	0.7439242565
342	0.7434097887
343	0.7430365623
344	0.7424881389
345	0.7421406149
346	0.7417180079
347	0.741418135
348	0.7409995281
349	0.740608615
350	0.7402806157
351	0.7397918696
352	0.7393901245
353	0.7391712746
354	0.7385814926
355	0.7381888983
356	0.7376931089
357	0.7374134015
358	0.7370916074
359	0.7366963078
360	0.73639529
361	0.7360992123
362	0.7357651128
363	0.7354163252
364	0.7349905592
365	0.7346103818
366	0.7340530565
367	0.7335493439
368	0.7332192114
369	0.7328146274
370	0.73248407
371	0.7321951376
372	0.7317152086
373	0.7313849445
374	0.7309175339
375	0.7305049064
376	0.7300637756
377	0.7296084561
378	0.7293074368
379	0.7290264967
380	0.7287301248
381	0.7283294168
382	0.7279312674
383	0.7275867879
384	0.7270662522
385	0.7266399036
386	0.726142956
387	0.7258039637
388	0.7254152438
389	0.7249655743
390	0.7246396619
391	0.7243326611
392	0.7238228904
393	0.7234664458
394	0.7230119383
395	0.722549685
396	0.7220650249
397	0.7215458461
398	0.7211375171
399	0.720793369
400	0.7203644903
401	0.7200322435
402	0.7196068221
403	0.7193035447
404	0.7189769635
405	0.7185959328
406	0.7182610771
407	0.7179276015
408	0.7174788362
409	0.7169998693
410	0.7166828547
411	0.716338384
412	0.7158607716
413	0.7155471945
414	0.715324354
415	0.7148516898
416	0.7143360219
417	0.7138383497
418	0.713303935
419	0.7129198179
420	0.7126519395
421	0.7123882906
422	0.7120973629
423	0.7117837475
424	0.7114198643
425	0.7110835927
426	0.7106580758
427	0.710265335
428	0.7098978638
429	0.7094664178
430	0.7091497855
431	0.708773991
432	0.7083708405
433	0.7080009038
434	0.707636603
435	0.7071783323
436	0.7067542718
437	0.7063740798
438	0.7060489708
439	0.7058094148
440	0.7053913578
441	0.7050827024
442	0.7047430472
443	0.7043943281
444	0.70394055
445	0.7036074889
446	0.7033697708
447	0.7030845695
448	0.7025887369
449	0.7021953875
450	0.7018890081
451	0.7015403781
452	0.7011264279
453	0.7008017708
454	0.7004444625
455	0.7000275791
456	0.6996552893
457	0.6991955824
458	0.6988339163
459	0.6985337814
460	0.6980189552
461	0.6977304045
462	0.6974450489
463	0.6970767805
464	0.6968029568
465	0.6966195394
466	0.6962232553
467	0.6960091452
468	0.6956761453
469	0.6952775056
470	0.6949056224
471	0.6945833761
472	0.6943108072
473	0.6940565507
474	0.6936820862
475	0.6934195643
476	0.6929572971
477	0.6925273381
478	0.6922083243
479	0.692045435
480	0.691643678
481	0.6913242155
482	0.6910372048
483	0.6907768712
484	0.6905755473
485	0.6902436006
486	0.6899271664
487	0.6894675824
488	0.6890917073
489	0.6887815604
490	0.6885372546
491	0.6882382761
492	0.6879960985
493	0.6876427752
494	0.6871934948
495	0.6869635843
496	0.6866154558
497	0.6863579515
498	0.6860882015
499	0.6858416086
500	0.6855801933
501	0.6852641252
502	0.6849161344
503	0.6846209812
504	0.6844089401
505	0.6840101767
506	0.6836875076
507	0.683330059
508	0.6828923022
509	0.6825230744
510	0.6823131825
511	0.6819797705
512	0.6817085248
513	0.6813537926
514	0.6810277329
515	0.6807669217
516	0.6804288306
517	0.6800435078
518	0.6797680607
519	0.6795347592
520	0.6792557175
521	0.678878947
522	0.6785477176
523	0.6782659623
524	0.6779891957
525	0.6777969742
526	0.6774830723
527	0.6770753431
528	0.6767732143
529	0.6765872136
530	0.6763155201
531	0.6760395233
532	0.6756928736
533	0.6755332971
534	0.6753751099
535	0.6750501236
536	0.6747157766
537	0.6743138133
538	0.6739760924
539	0.6736570775
540	0.6732839315
541	0.6728436633
542	0.6724919088
543	0.6721300908
544	0.6719123092
545	0.6716279502
546	0.6713072146
547	0.6710016688
548	0.6706393995
549	0.6704387886
550	0.670101201
551	0.6697545212
552	0.6695715043
553	0.6693528255
554	0.6691879632
555	0.6688502922
556	0.6685329691
557	0.6681895863
558	0.6679568799
559	0.6676126954
560	0.6673587504
561	0.6669616376
562	0.6667362381
563	0.6664082705
564	0.6660948543
565	0.6657166204
566	0.6653025346
567	0.6651358796
568	0.664802845
569	0.6645100041
570	0.6642071801
571	0.6639019906
572	0.6636136915
573	0.663418834
574	0.6630864625
575	0.6628264966
576	0.6625702259
577	0.6622511238
578	0.661999423
579	0.6616486492
580	0.6613961756
581	0.6611435468
582	0.6608410689
583	0.6606429618
584	0.6603983134
585	0.6600924908
586	0.6598901354
587	0.6596887567
588	0.6594070137
589	0.6591600045
590	0.6589784725
591	0.658624886
592	0.6583796235
593	0.6581192503
594	0.6578793404
595	0.6576723484
596	0.6573224035
597	0.6570368076
598	0.6568350679
599	0.6564548824
600	0.6561800026
601	0.6558340515
602	0.6556425693
603	0.6552843249
604	0.6551433653
605	0.6548831901
606	0.6546023209
607	0.6543593272
608	0.6540981652
609	0.6538638951
610	0.6536471161
611	0.6533210159
612	0.6531764452
613	0.6530198632
614	0.6528881765
615	0.6526021121
616	0.6523332725
617	0.6519926642
618	0.6518551241
619	0.6515307169
620	0.6512721434
621	0.6509719543
622	0.6507269918
623	0.6505524189
624	0.6503370236
625	0.6500346518
626	0.6497437583
627	0.649591954
628	0.6493209849
629	0.649064176
630	0.6487136329
631	0.6484224973
632	0.6482040769
633	0.6480018889
634	0.6476728921
635	0.6474180016
636	0.6471702696
637	0.6469378485
638	0.6467568909
639	0.6464353427
640	0.6461637465
641	0.646025258
642	0.6457335736
643	0.6454703564
644	0.6451602064
645	0.6448957652
646	0.6446109148
647	0.6442266309
648	0.6440837027
649	0.6438321195
650	0.6436803413
651	0.6434911916
652	0.6431835557
653	0.6429559577
654	0.6426408794
655	0.6423751896
656	0.6421697598
657	0.6419185411
658	0.6416841777
659	0.6414664308
660	0.6412065393
661	0.6410436228
662	0.6408314545
663	0.6404672268
664	0.6402049643
665	0.6400009713
666	0.6397473498
667	0.63945701
668	0.6392196362
669	0.6389492129
670	0.6387893848
671	0.6385668291
672	0.6383792054
673	0.6380716863
674	0.637911206
675	0.6376547275
676	0.6374755173
677	0.6371911074
678	0.6369721244
679	0.6367673119
680	0.6365559453
681	0.6363224799
682	0.6360916222
683	0.6358652332
684	0.6355952216
685	0.6352896633
686	0.6350966315
687	0.634927635
688	0.634684938
689	0.6344610628
690	0.6341424303
691	0.6338678862
692	0.633646534
693	0.6334006756
694	0.6331983319
695	0.6329444642
696	0.632880786
697	0.6326160781
698	0.6323974632
699	0.6322304597
700	0.6321488983
701	0.6319866186
702	0.631721568
703	0.6315337447
704	0.6313703092
705	0.6311587215
706	0.630990487
707	0.6306630193
708	0.630408788
709	0.6302137115
710	0.6299865309
711	0.6297829908
712	0.6295161321
713	0.6292001265
714	0.6289682127
715	0.6286997593
716	0.628541805
717	0.6282674713
718	0.6280443783
719	0.6277397348
720	0.6274824711
721	0.6271924118
722	0.6269620809
723	0.6267754195
724	0.6265189389
725	0.6262636817
726	0.6260707582
727	0.6258493352
728	0.6255721257
729	0.6253492386
730	0.6250269453
731	0.6247344269
732	0.6245652298
733	0.6242124968
734	0.6239876347
735	0.6237132212
736	0.6233889796
737	0.6232045042
738	0.6229654255
739	0.6228361479
740	0.622534281
741	0.62225452
742	0.6220079496
743	0.6218570787
744	0.6216305231
745	0.6214054914
746	0.6212528853
747	0.621000911
748	0.6208087689
749	0.6206284358
750	0.6203882364
751	0.6201765514
752	0.6198605707
753	0.6196127295
754	0.619404301
755	0.6192318222
756	0.6190371078
757	0.6188294269
758	0.6186563899
759	0.6183852754
760	0.6181403538
761	0.6179891448
762	0.6177399912
763	0.6175115645
764	0.6172923532
765	0.617086445
766	0.6168677952
767	0.6167134919
768	0.6165297948
769	0.6162008603
770	0.6160028117
771	0.6158950637
772	0.6156939921
773	0.615504855
774	0.6152896912
775	0.6151292772
776	0.6148999071
777	0.6147068113
778	0.6145254711
779	0.6143284824
780	0.6141813425
781	0.6138869814
782	0.6135934965
783	0.6133123859
784	0.6130174235
785	0.6128933979
786	0.6126755995
787	0.6124541485
788	0.6121493112
789	0.6119699952
790	0.6118314455
791	0.6116381055
792	0.6114481573
793	0.6112437081
794	0.6110805965
795	0.6108773088
796	0.6106758853
797	0.6105476561
798	0.6102657137
799	0.6101117198
800	0.6098693383
801	0.6096359501
802	0.6094451802
803	0.6092524172
804	0.6090339513
805	0.6088256514
806	0.6085537998
807	0.6083633614
808	0.6081434586
809	0.6079385278
810	0.6076994588
811	0.6075462208
812	0.6073167448
813	0.6071334644
814	0.6070272697
815	0.6068351613
816	0.6066382725
817	0.6064491348
818	0.6063206078
819	0.6060196387
820	0.6058554576
821	0.6057036699
822	0.6055378383
823	0.6052975389
824	0.6050497431
825	0.6048483673
826	0.6046821478
827	0.6045083888
828	0.604300457
829	0.6041480999
830	0.6040229151
831	0.6037815976
832	0.6036325871
833	0.603460868
834	0.6031506361
835	0.6030458037
836	0.602871206
837	0.6027139072
838	0.6025940222
839	0.602284162
840	0.6020531379
841	0.6018623276
842	0.6016247131
843	0.6014118119
844	0.6011298639
845	0.6009419518
846	0.6007960725
847	0.6006255067
848	0.6004152851
849	0.6002554585
850	0.6000576471
851	0.5998901185
852	0.5996624043
853	0.5994429474
854	0.5992986361
855	0.5990863338
856	0.5989515742
857	0.598735294
858	0.598507682
859	0.5983336675
860	0.598141896
861	0.5979602061
862	0.5978101146
863	0.5976807886
864	0.5974869115
865	0.5973084352
866	0.597097264
867	0.5969061494
868	0.5967550594
869	0.5964109727
870	0.5962316855
871	0.5960278528
872	0.5958423863
873	0.5956173945
874	0.5953479245
875	0.5951268855
876	0.594956526
877	0.5946357735
878	0.5943784957
879	0.5941262898
880	0.5939274934
881	0.5937868028
882	0.5936135489
883	0.5934644568
884	0.5933544991
885	0.5931413975
886	0.5930063532
887	0.5928034861
888	0.5926017926
889	0.5924222082
890	0.5922433088
891	0.5920313437
892	0.5918631701
893	0.5917241089
894	0.5914838376
895	0.5913147057
896	0.5910996411
897	0.5909090901
898	0.5907258338
899	0.590574719
900	0.5904563009
901	0.5902711773
902	0.590148617
903	0.5899924953
904	0.5898226765
905	0.5897052408
906	0.5894588883
907	0.5892822494
908	0.5890515684
909	0.5887937754
910	0.588643034
911	0.5884572113
912	0.5883168966
913	0.5881695635
914	0.5880011104
915	0.587820808
916	0.5875995215
917	0.5874901573
918	0.5873750045
919	0.5871688602
920	0.5870410344
921	0.5867936637
922	0.5866172129
923	0.5864553478
924	0.5863283515
925	0.586145286
926	0.5860392092
927	0.5858184461
928	0.5856989471
929	0.585590296
930	0.5854462591
931	0.5852963684
932	0.5852135082
933	0.585012127
934	0.5848710995
935	0.5846777818
936	0.5845320284
937	0.5843480706
938	0.5841693634
939	0.5841067162
940	0.5838760546
941	0.5837076888
942	0.5835451158
943	0.5832758367
944	0.5831328147
945	0.5828686759
946	0.5826573774
947	0.5824932957
948	0.5823651066
949	0.5821912786
950	0.5819946057
951	0.5817991284
952	0.5816419898
953	0.5814359648
954	0.5812130795
955	0.5810399563
956	0.580892318
957	0.5807568191
958	0.5806060541
959	0.580399557
960	0.5802791404
961	0.5800802664
962	0.5799443244
963	0.5797540351
964	0.5796744819
965	0.5795054108
966	0.5792704074
967	0.5791057043
968	0.5789495947
969	0.5788562008
970	0.5786829746
971	0.5785176357
972	0.5783971598
973	0.5782274751
974	0.5780246682
975	0.5778843244
976	0.5777419853
977	0.5774822619
978	0.5773309114
979	0.5771930651
980	0.5770635052
981	0.5769433517
982	0.5767510508
983	0.5765772562
984	0.5763721535
985	0.576202537
986	0.5760475121
987	0.5758520868
988	0.575693691
989	0.5755753122
990	0.5753873213
991	0.5751215752
992	0.5749483218
993	0.5747765271
994	0.5745884391
995	0.5744026623
996	0.5742147014
997	0.5740366981
998	0.5738334928
999	0.5736346825
1000	0.5734680889
1001	0.5732449582
1002	0.5730149205
1003	0.5727697591
1004	0.5725735103
1005	0.5723639481
1006	0.5722234967
1007	0.5720714386
1008	0.571910555
1009	0.5717120599
1010	0.5715630743
1011	0.5714336805
1012	0.5712866725
1013	0.5710838399
1014	0.5708931389
1015	0.5707457572
1016	0.5705813887
1017	0.5704377553
1018	0.5703122016
1019	0.5701343855
1020	0.5699471263
1021	0.56974503
1022	0.5695504325
1023	0.5693337517
1024	0.5692016341
1025	0.5690799254
1026	0.5688992158
1027	0.5686234761
1028	0.5684212889
1029	0.5682458304
1030	0.5680772264
1031	0.5678954427
1032	0.5677362326
1033	0.5676535864
1034	0.5674852698
1035	0.5673479609
1036	0.5671976624
1037	0.5670505607
1038	0.5668945614
1039	0.5667026527
1040	0.5666011189
1041	0.5664564147
1042	0.5662521812
1043	0.566119709
1044	0.5660393108
1045	0.5658424061
1046	0.565698138
1047	0.5655632884
1048	0.5653806021
1049	0.5651923916
1050	0.5650247065
1051	0.5649436216
1052	0.5648395924
1053	0.5647326278
1054	0.5646225789
1055	0.5643464006
1056	0.5641658913
1057	0.5639598447
1058	0.5638336322
1059	0.5636132273
1060	0.5634102497
1061	0.5632159631
1062	0.5631251054
1063	0.5629676348
1064	0.5628628483
1065	0.5627544023
1066	0.5625610007
1067	0.5624329213
1068	0.5622747381
1069	0.5621571942
1070	0.5619882783
1071	0.5618311539
1072	0.5616898521
1073	0.5614673332
1074	0.5612920246
1075	0.5610912207
1076	0.5610228055
1077	0.5608543373
1078	0.5607523131
1079	0.5606222545
1080	0.5605459938
1081	0.5603675506
1082	0.5602230558
1083	0.5600553349
1084	0.5599104977
1085	0.5597274076
1086	0.559592703
1087	0.5594766952
1088	0.5592748028
1089	0.5591219185
1090	0.5590505534
1091	0.5588750998
1092	0.5587441983
1093	0.5585764207
1094	0.558466068
1095	0.5582892678
1096	0.5580916584
1097	0.5579362154
1098	0.5577680251
1099	0.5576624637
1100	0.5575438271
1101	0.5574070193
1102	0.5572520792
1103	0.5570141448
1104	0.5568528772
1105	0.5566806974
1106	0.5564990374
1107	0.5563895642
1108	0.556287011
1109	0.5561855798
1110	0.5560619652
1111	0.5558491808
1112	0.5556662155
1113	0.5555267827
1114	0.5554198736
1115	0.5552709581
1116	0.5551100156
1117	0.555008536
1118	0.5548819151
1119	0.5547814949
1120	0.5546962765
1121	0.5545809198
1122	0.5544404233
1123	0.5542274658
1124	0.5540916642
1125	0.5539721075
1126	0.553791795
1127	0.5536529528
1128	0.5534964692
1129	0.5533087994
1130	0.5531888796
1131	0.5530649584
1132	0.5528898162
1133	0.5526648053
1134	0.5525410219
1135	0.5524127506
1136	0.5522693013
1137	0.5521022861
1138	0.5519779347
1139	0.5517962221
1140	0.5516580081
1141	0.551489697
1142	0.5513346296
1143	0.5510926755
1144	0.5509084876
1145	0.5507444372
1146	0.5505395142
1147	0.5503864418
1148	0.5501972248
1149	0.5500692127
1150	0.549936905
1151	0.5498148711
1152	0.5496420646
1153	0.549486968
1154	0.5494060125
1155	0.5492616954
1156	0.549118428
1157	0.5489435721
1158	0.5487770886
1159	0.5485652019
1160	0.5484246343
1161	0.5483175722
1162	0.5482197956
1163	0.5480651605
1164	0.5479252368
1165	0.5477498055
1166	0.5475594637
1167	0.5474086437
1168	0.5472179839
1169	0.5470785177
1170	0.5469311778
1171	0.5467613546
1172	0.5466464343
1173	0.5465375419
1174	0.5464093272
1175	0.5462479132
1176	0.5460841957
1177	0.5459076873
1178	0.5457973841
1179	0.5456797515
1180	0.5454177383
1181	0.5452864069
1182	0.5451553594
1183	0.5450754846
1184	0.5449212888
1185	0.5447701733
1186	0.5446541506
1187	0.5445283319
1188	0.5444416558
1189	0.5442950365
1190	0.5441504336
1191	0.544036945
1192	0.5439263691
1193	0.5437795433
1194	0.5435771211
1195	0.5434599382
1196	0.5433553041
1197	0.5432172191
1198	0.5430992425
1199	0.5429561804
1200	0.5428318692
1201	0.5427043087
1202	0.5425573892
1203	0.5424431835
1204	0.5423145836
1205	0.5421129936
1206	0.5420469921
1207	0.5419141505
1208	0.5418001845
1209	0.5416860494
1210	0.5415461579
1211	0.5413802302
1212	0.541241429
1213	0.5410833941
1214	0.5409646034
1215	0.5408120614
1216	0.5406309467
1217	0.5404753946
1218	0.5402827603
1219	0.5401487203
1220	0.540021513
1221	0.5398618218
1222	0.5397084263
1223	0.5395691454
1224	0.5394427026
1225	0.5393124557
1226	0.5391267372
1227	0.5389641911
1228	0.5388572401
1229	0.538803501
1230	0.5386784377
1231	0.5385669148
1232	0.5384589973
1233	0.5383218057
1234	0.5381864749
1235	0.538080641
1236	0.5379643238
1237	0.537873326
1238	0.5377389169
1239	0.5376398153
1240	0.5374380257
1241	0.5373088068
1242	0.5371091348
1243	0.5369960249
1244	0.5368185071
1245	0.5366588438
1246	0.536512448
1247	0.5363889603
1248	0.5362598999
1249	0.536124822
1250	0.5359768999
1251	0.5358272055
1252	0.5356924701
1253	0.535597511
1254	0.5354474462
1255	0.5353094446
1256	0.5351955822
1257	0.5350285289
1258	0.5348640091
1259	0.5347028935
1260	0.5345926007
1261	0.5344993271
1262	0.5343529391
1263	0.5342176787
1264	0.5341336393
1265	0.5340272227
1266	0.5338953736
1267	0.5337384701
1268	0.5335553095
1269	0.5334358247
1270	0.5332971791
1271	0.5331929644
1272	0.5330921702
1273	0.5329891974
1274	0.532852164
1275	0.5326746632
1276	0.5324947629
1277	0.5323599015
1278	0.532217124
1279	0.5321036451
1280	0.5319720257
1281	0.5318045357
1282	0.5316547857
1283	0.5316025622
1284	0.5314255044
1285	0.5312938385
1286	0.5311466766
1287	0.5310602378
1288	0.5309247777
1289	0.5307572264
1290	0.5306276259
1291	0.5305543256
1292	0.5304711364
1293	0.530307052
1294	0.5301804861
1295	0.5301085787
1296	0.5299912599
1297	0.5298557773
1298	0.5297511063
1299	0.5295963208
1300	0.5294961496
1301	0.5293295969
1302	0.5291334201
1303	0.5289939663
1304	0.5289186044
1305	0.5287929397
1306	0.5286591116
1307	0.5285384406
1308	0.5284458691
1309	0.5283018993
1310	0.528158349
1311	0.5280490884
1312	0.5279105167
1313	0.5278437061
1314	0.5277390899
1315	0.527664395
1316	0.527552604
1317	0.5273500937
1318	0.5272790519
1319	0.5271231607
1320	0.5269872606
1321	0.5267682872
1322	0.5266179558
1323	0.5265333202
1324	0.5263776692
1325	0.5262448048
1326	0.5261041082
1327	0.5260262961
1328	0.5259343791
1329	0.5257930284
1330	0.5256901422
1331	0.5255418519
1332	0.5254483631
1333	0.5253141122
1334	0.5252186019
1335	0.5250840873
1336	0.5249472889
1337	0.5247986532
1338	0.5246897133
1339	0.5245740249
1340	0.5244272871
1341	0.5243190796
1342	0.5242064725
1343	0.5241070952
1344	0.5239725289
1345	0.523825198
1346	0.5236928997
1347	0.5235466964
1348	0.5234488551
1349	0.523316641
1350	0.5231691471
1351	0.5230346072
1352	0.5229161008
1353	0.5227955287
1354	0.5227310838
1355	0.5225875351
1356	0.5224755137
1357	0.5223801478
1358	0.5222539031
1359	0.5220806448
1360	0.5219450343
1361	0.5218394193
1362	0.5217062086
1363	0.5216596756
1364	0.5215579519
1365	0.5214414092
1366	0.5213070934
1367	0.5212385632
1368	0.5211323106
1369	0.5210430277
1370	0.5209169808
1371	0.5207963492
1372	0.5206488664
1373	0.5205638905
1374	0.5204679783
1375	0.5203744542
1376	0.5203056419
1377	0.5201741236
1378	0.5200039601
1379	0.5199197883
1380	0.5198098918
1381	0.519675162
1382	0.5195239173
1383	0.5193708267
1384	0.519198708
1385	0.5190562683
1386	0.5189093393
1387	0.5187693064
1388	0.518654427
1389	0.5185693586
1390	0.5184225207
1391	0.5182738538
1392	0.5181100521
1393	0.5180069305
1394	0.5178358324
1395	0.5176776325
1396	0.5175289691
1397	0.5173781375
1398	0.5173129574
1399	0.5172359319
1400	0.5171097807
1401	0.5170254607
1402	0.5168938195
1403	0.5167402973
1404	0.516646214
1405	0.51648216
1406	0.5163371232
1407	0.5162574328
1408	0.5161838653
1409	0.5160755961
1410	0.5159790752
1411	0.515865864
1412	0.5157620048
1413	0.5156190132
1414	0.5154569036
1415	0.5153714366
1416	0.5152740473
1417	0.515145751
1418	0.5150722753
1419	0.5149422302
1420	0.5148809897
1421	0.5147476791
1422	0.514652019
1423	0.5145549406
1424	0.514433477
1425	0.5142696879
1426	0.514163659
1427	0.5140276191
1428	0.5139025349
1429	0.5138031525
1430	0.5136727062
1431	0.5135524659
1432	0.5133958255
1433	0.5132671233
1434	0.5131103061
1435	0.5130295887
1436	0.512911527
1437	0.5127216009
1438	0.5125977408
1439	0.5125062658
1440	0.5124054846
1441	0.5122689117
1442	0.5121712445
1443	0.5120884578
1444	0.5119773054
1445	0.5118116137
1446	0.511754647
1447	0.5115967536
1448	0.511479925
1449	0.5113178103
1450	0.5111556708
1451	0.5111259229
1452	0.5109573251
1453	0.5107652326
1454	0.5107048997
1455	0.5105735102
1456	0.5104296447
1457	0.5103359699
1458	0.51020874
1459	0.5101197008
1460	0.5099771848
1461	0.5098992049
1462	0.5097977249
1463	0.5096991969
1464	0.5095756743
1465	0.5094074457
1466	0.5092767704
1467	0.509179065
1468	0.5091298843
1469	0.5089591836
1470	0.5088699832
1471	0.5087637508
1472	0.5086662719
1473	0.5085907671
1474	0.5084294442
1475	0.5082948414
1476	0.5082291561
1477	0.5081355941
1478	0.5080754093
1479	0.5079305374
1480	0.5078526706
1481	0.5077958073
1482	0.5076948113
1483	0.5075923429
1484	0.5074969908
1485	0.5073645304
1486	0.5072204457
1487	0.5070857133
1488	0.5069950006
1489	0.5068511405
1490	0.5067664941
1491	0.5066566569
1492	0.5065987725
1493	0.5064848399
1494	0.5063256072
1495	0.5062724776
1496	0.5061501947
1497	0.506013152
1498	0.5058292008
1499	0.5056704395
1500	0.505609427
1501	0.5054720629
1502	0.5053873196
1503	0.505325403
1504	0.505192139
1505	0.5050651486
1506	0.5050250387
1507	0.5049188462
1508	0.5048033341
1509	0.5046952179
1510	0.5045542159
1511	0.5044783367
1512	0.5043642411
1513	0.5042646966
1514	0.5041627342
